query_id	parent_id	similarity	query_total_abundance	parent_total_abundance	query_overlap_abundance	parent_overlap_abundance	query_incidence	parent_incidence	common_incidence	smallest_ratio	sum_ratio	avg_ratio	smallest_non_null_ratio	avg_non_null_ratio	largest_ratio	relative_incidence	status
Taxa_858	Taxa_265	94.20	195	464	164	296	5	7	4	0.00	8.02	1.60	1.13	2.00	3.42	0.80	rejected
Taxa_2518	Taxa_1395	89.30	19	47	0	0	2	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1505	Taxa_393	97.00	42	273	15	36	4	13	2	0.00	4.94	1.24	2.11	2.47	2.83	0.50	rejected
Taxa_1033	Taxa_347	97.50	172	437	36	118	4	7	1	0.00	3.28	0.82	3.28	3.28	3.28	0.25	rejected
Taxa_1033	Taxa_425	94.90	172	247	0	0	4	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1033	Taxa_256	94.20	172	488	128	204	4	7	3	0.00	5.34	1.34	0.44	1.78	3.41	0.75	rejected
Taxa_1033	Taxa_51	93.90	172	4554	128	741	4	11	3	0.00	18.70	4.67	2.98	6.23	11.27	0.75	rejected
Taxa_3469	Taxa_366	87.90	12	620	12	482	1	5	1	40.17	40.17	40.17	40.17	40.17	40.17	1.00	accepted
Taxa_4073	Taxa_3631	93.60	9	11	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1639	Taxa_303	91.00	45	509	0	0	3	6	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1639	Taxa_425	90.60	45	247	0	0	3	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1639	Taxa_710	90.60	45	124	0	0	3	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1639	Taxa_1176	90.30	45	60	8	29	3	2	1	0.00	3.62	1.21	3.62	3.62	3.62	0.33	rejected
Taxa_1639	Taxa_929	89.50	45	172	45	157	3	4	3	1.22	14.41	4.80	1.22	4.80	10.50	1.00	accepted
Taxa_87	Taxa_39	96.40	1576	3557	1557	3273	20	23	19	0.00	63.35	3.17	0.26	3.33	13.00	0.95	rejected
Taxa_87	Taxa_32	95.30	1576	4859	1576	4172	20	36	20	0.34	63.38	3.17	0.34	3.17	9.03	1.00	rejected
Taxa_87	Taxa_74	91.30	1576	3153	1576	2324	20	43	20	0.66	35.83	1.79	0.66	1.79	4.02	1.00	rejected
Taxa_1117	Taxa_1060	95.00	65	77	0	0	6	7	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1444	Taxa_1120	96.40	58	115	13	65	3	2	1	0.00	5.00	1.67	5.00	5.00	5.00	0.33	rejected
Taxa_1444	Taxa_499	90.30	58	255	58	115	3	9	3	0.66	7.45	2.48	0.66	2.48	4.23	1.00	rejected
Taxa_1444	Taxa_674	90.30	58	157	45	80	3	4	2	0.00	4.52	1.51	0.59	2.26	3.94	0.67	rejected
Taxa_1444	Taxa_1755	89.90	58	72	13	34	3	3	1	0.00	2.62	0.87	2.62	2.62	2.62	0.33	rejected
Taxa_6538	Taxa_2174	87.50	2	25	0	0	1	6	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1767	Taxa_229	90.30	55	725	55	555	3	4	3	6.43	28.93	9.64	6.43	9.64	15.95	1.00	accepted
Taxa_117	Taxa_337	93.90	1200	1542	634	77	2	13	1	0.00	0.12	0.06	0.12	0.12	0.12	0.50	rejected
Taxa_117	Taxa_110	93.50	1200	5728	0	0	2	42	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_117	Taxa_24	92.40	1200	10457	1200	501	2	43	2	0.27	0.82	0.41	0.27	0.41	0.55	1.00	rejected
Taxa_1479	Taxa_523	97.50	118	472	0	0	3	7	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_3125	Taxa_2902	86.90	14	41	0	0	2	5	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_3125	Taxa_2565	85.40	14	18	0	0	2	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_448	Taxa_166	93.50	235	881	0	0	2	7	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_448	Taxa_274	92.10	235	445	41	282	2	5	1	0.00	6.88	3.44	6.88	6.88	6.88	0.50	rejected
Taxa_448	Taxa_249	91.30	235	601	41	26	2	8	1	0.00	0.63	0.32	0.63	0.63	0.63	0.50	rejected
Taxa_448	Taxa_678	88.40	235	245	0	0	2	7	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_461	Taxa_12	96.70	529	13214	529	1665	13	66	13	0.77	49.62	3.82	0.77	3.82	6.97	1.00	rejected
Taxa_461	Taxa_55	96.20	529	3650	244	468	13	40	7	0.00	15.94	1.23	0.55	2.28	5.67	0.54	rejected
Taxa_284	Taxa_105	91.00	438	2000	117	788	4	7	2	0.00	13.01	3.25	6.19	6.50	6.82	0.50	rejected
Taxa_284	Taxa_123	88.80	438	1325	438	613	4	9	4	0.42	12.46	3.11	0.42	3.11	7.06	1.00	rejected
Taxa_1827	Taxa_873	90.30	89	92	0	0	6	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1827	Taxa_301	89.90	89	427	0	0	6	5	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1827	Taxa_858	89.50	89	195	42	94	6	5	3	0.00	7.05	1.17	1.95	2.35	3.10	0.50	rejected
Taxa_3915	Taxa_1075	84.70	9	69	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_261	Taxa_184	94.60	773	1317	0	0	2	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_261	Taxa_80	91.20	773	9183	293	411	2	13	1	0.00	1.40	0.70	1.40	1.40	1.40	0.50	rejected
Taxa_261	Taxa_267	90.50	773	888	0	0	2	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_261	Taxa_101	90.20	773	12063	480	481	2	14	1	0.00	1.00	0.50	1.00	1.00	1.00	0.50	rejected
Taxa_4561	Taxa_3364	94.80	7	17	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4561	Taxa_2201	93.90	7	23	7	8	1	2	1	1.14	1.14	1.14	1.14	1.14	1.14	1.00	accepted
Taxa_1803	Taxa_846	93.60	32	172	32	29	1	10	1	0.91	0.91	0.91	0.91	0.91	0.91	1.00	rejected
Taxa_606	Taxa_329	99.30	474	1379	138	71	7	16	1	0.00	0.51	0.07	0.51	0.51	0.51	0.14	rejected
Taxa_2389	Taxa_834	88.80	20	96	0	0	1	8	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1132	Taxa_132	89.60	142	1232	142	771	4	11	4	3.09	26.01	6.50	3.09	6.50	10.70	1.00	accepted
Taxa_47	Taxa_35	91.70	2435	3598	2435	2748	12	17	12	0.30	26.75	2.23	0.30	2.23	4.49	1.00	rejected
Taxa_486	Taxa_257	92.10	247	486	229	486	4	3	3	0.00	5.97	1.49	0.80	1.99	2.92	0.75	rejected
Taxa_486	Taxa_216	91.00	247	704	18	626	4	2	1	0.00	34.78	8.69	34.78	34.78	34.78	0.25	rejected
Taxa_486	Taxa_284	87.70	247	438	140	145	4	4	2	0.00	2.21	0.55	0.56	1.11	1.66	0.50	rejected
Taxa_93	Taxa_28	95.80	2062	4717	1520	4229	29	28	21	0.00	62.29	2.15	0.28	2.97	10.03	0.72	rejected
Taxa_93	Taxa_37	95.40	2062	6637	2055	6200	29	36	28	0.00	93.09	3.21	1.08	3.32	8.79	0.97	accepted
Taxa_901	Taxa_340	90.30	244	525	213	338	7	11	6	0.00	11.80	1.69	0.30	1.97	6.74	0.86	rejected
Taxa_901	Taxa_265	89.90	244	464	194	396	7	7	5	0.00	11.35	1.62	1.26	2.27	3.82	0.71	rejected
Taxa_318	Taxa_522	91.00	493	702	446	566	10	10	8	0.00	12.29	1.23	0.56	1.54	4.33	0.80	rejected
Taxa_318	Taxa_36	88.40	493	3692	493	3015	10	13	10	3.55	97.43	9.74	3.55	9.74	24.67	1.00	accepted
Taxa_2857	Taxa_2121	94.60	16	25	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_2857	Taxa_1755	93.10	16	72	0	0	1	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_2857	Taxa_1086	93.10	16	68	16	31	1	2	1	1.94	1.94	1.94	1.94	1.94	1.94	1.00	accepted
Taxa_274	Taxa_166	93.90	445	881	163	632	5	7	4	0.00	13.10	2.62	1.50	3.27	5.29	0.80	rejected
Taxa_274	Taxa_249	93.50	445	601	445	480	5	8	5	0.09	16.14	3.23	0.09	3.23	7.82	1.00	rejected
Taxa_5780	Taxa_1837	89.20	4	31	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1155	Taxa_403	85.90	63	374	0	0	1	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_811	Taxa_262	97.80	159	475	83	125	12	26	6	0.00	9.56	0.80	0.53	1.59	3.40	0.50	rejected
Taxa_2710	Taxa_2037	87.80	17	26	0	0	2	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_2710	Taxa_1447	87.30	17	45	0	0	2	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_2710	Taxa_240	85.00	17	647	0	0	2	11	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_731	Taxa_659	93.00	125	152	44	63	15	12	5	0.00	7.73	0.52	0.88	1.55	3.86	0.33	rejected
Taxa_755	Taxa_591	93.90	156	159	109	159	2	1	1	0.00	1.46	0.73	1.46	1.46	1.46	0.50	rejected
Taxa_755	Taxa_123	90.30	156	1325	47	28	2	9	1	0.00	0.60	0.30	0.60	0.60	0.60	0.50	rejected
Taxa_755	Taxa_284	89.50	156	438	0	0	2	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_755	Taxa_503	89.50	156	223	156	202	2	3	2	1.23	2.68	1.34	1.23	1.34	1.45	1.00	accepted
Taxa_595	Taxa_310	90.30	186	516	27	270	2	4	1	0.00	10.00	5.00	10.00	10.00	10.00	0.50	rejected
Taxa_595	Taxa_123	85.20	186	1325	0	0	2	9	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_595	Taxa_216	84.50	186	704	27	78	2	2	1	0.00	2.89	1.44	2.89	2.89	2.89	0.50	rejected
Taxa_595	Taxa_257	84.10	186	486	0	0	2	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1552	Taxa_493	95.80	40	211	0	0	1	5	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1552	Taxa_828	95.40	40	97	0	0	1	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_15	Taxa_21	90.60	8386	18055	8386	11114	16	30	16	0.37	20.36	1.27	0.37	1.27	2.30	1.00	rejected
Taxa_4709	Taxa_3019	86.00	6	14	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1243	Taxa_898	95.00	56	134	0	0	1	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1243	Taxa_531	92.40	56	308	0	0	1	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1243	Taxa_594	91.40	56	315	56	19	1	5	1	0.34	0.34	0.34	0.34	0.34	0.34	1.00	rejected
Taxa_1243	Taxa_29	89.50	56	4708	56	16	1	13	1	0.29	0.29	0.29	0.29	0.29	0.29	1.00	rejected
Taxa_6048	Taxa_336	88.40	3	456	3	10	1	10	1	3.33	3.33	3.33	3.33	3.33	3.33	1.00	accepted
Taxa_860	Taxa_725	97.10	93	140	0	0	6	8	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_183	Taxa_25	90.60	2588	7798	1449	2483	7	18	5	0.00	43.69	6.24	0.15	8.74	31.47	0.71	rejected
Taxa_183	Taxa_42	90.60	2588	4476	987	495	7	18	4	0.00	3.68	0.53	0.08	0.92	2.43	0.57	rejected
Taxa_1689	Taxa_1242	93.90	39	56	0	0	2	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1689	Taxa_898	92.50	39	134	36	45	2	3	1	0.00	1.25	0.62	1.25	1.25	1.25	0.50	rejected
Taxa_1689	Taxa_1243	91.00	39	56	0	0	2	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1689	Taxa_29	90.70	39	4708	39	936	2	13	2	3.67	29.36	14.68	3.67	14.68	25.69	1.00	accepted
Taxa_2553	Taxa_1480	92.80	19	44	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_3394	Taxa_273	94.20	12	475	0	0	1	7	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_3394	Taxa_110	93.10	12	5728	0	0	1	42	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_3394	Taxa_337	93.10	12	1542	0	0	1	13	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_3394	Taxa_458	92.80	12	307	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_3394	Taxa_24	92.40	12	10457	12	502	1	43	1	41.83	41.83	41.83	41.83	41.83	41.83	1.00	accepted
Taxa_4083	Taxa_1625	95.20	9	38	9	21	1	2	1	2.33	2.33	2.33	2.33	2.33	2.33	1.00	accepted
Taxa_5226	Taxa_2569	96.00	5	18	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_3790	Taxa_337	93.90	10	1542	0	0	1	13	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_3790	Taxa_24	93.50	10	10457	10	152	1	43	1	15.20	15.20	15.20	15.20	15.20	15.20	1.00	accepted
Taxa_430	Taxa_340	90.60	244	525	0	0	3	11	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_2082	Taxa_452	84.80	25	233	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_451	Taxa_340	92.10	249	525	249	386	5	11	5	0.78	8.04	1.61	0.78	1.61	2.20	1.00	rejected
Taxa_427	Taxa_146	91.70	298	1161	298	996	11	17	11	0.60	37.52	3.41	0.60	3.41	7.20	1.00	rejected
Taxa_972	Taxa_590	96.80	79	196	0	0	1	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_972	Taxa_225	93.50	79	862	79	98	1	13	1	1.24	1.24	1.24	1.24	1.24	1.24	1.00	accepted
Taxa_115	Taxa_95	94.60	1419	3122	1144	1461	14	24	9	0.00	13.63	0.97	0.82	1.51	2.63	0.64	rejected
Taxa_1442	Taxa_590	95.30	45	196	0	0	1	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1442	Taxa_972	94.20	45	79	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1442	Taxa_176	93.50	45	1042	45	172	1	9	1	3.82	3.82	3.82	3.82	3.82	3.82	1.00	accepted
Taxa_184	Taxa_80	92.60	1317	9183	580	418	2	13	1	0.00	0.72	0.36	0.72	0.72	0.72	0.50	rejected
Taxa_184	Taxa_101	92.20	1317	12063	0	0	2	14	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_124	Taxa_176	96.80	983	1042	846	1042	10	9	9	0.00	13.55	1.35	0.33	1.51	4.34	0.90	rejected
Taxa_503	Taxa_284	92.40	223	438	0	0	3	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_503	Taxa_123	89.20	223	1325	68	28	3	9	1	0.00	0.41	0.14	0.41	0.41	0.41	0.33	rejected
Taxa_503	Taxa_105	87.40	223	2000	0	0	3	7	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_3984	Taxa_881	91.90	11	133	0	0	2	7	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1167	Taxa_879	91.40	76	121	61	63	2	3	1	0.00	1.03	0.52	1.03	1.03	1.03	0.50	rejected
Taxa_1167	Taxa_1108	90.30	76	109	61	66	2	3	1	0.00	1.08	0.54	1.08	1.08	1.08	0.50	rejected
Taxa_1167	Taxa_438	89.20	76	240	61	10	2	8	1	0.00	0.16	0.08	0.16	0.16	0.16	0.50	rejected
Taxa_1167	Taxa_863	88.80	76	191	61	13	2	7	1	0.00	0.21	0.11	0.21	0.21	0.21	0.50	rejected
Taxa_474	Taxa_301	89.20	316	427	0	0	3	5	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_3215	Taxa_590	97.10	13	196	0	0	1	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_3215	Taxa_972	94.60	13	79	13	79	1	1	1	6.08	6.08	6.08	6.08	6.08	6.08	1.00	accepted
Taxa_5903	Taxa_445	89.70	5	236	5	22	2	15	2	3.50	8.50	4.25	3.50	4.25	5.00	1.00	accepted
Taxa_2588	Taxa_1395	91.20	18	47	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_2588	Taxa_2518	90.70	18	19	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_42	Taxa_25	94.20	4476	7798	3583	6306	18	18	13	0.00	53.44	2.97	0.22	4.11	28.29	0.72	rejected
Taxa_134	Taxa_18	95.70	985	6779	0	0	3	8	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_134	Taxa_6	92.40	985	24349	901	277	3	10	1	0.00	0.31	0.10	0.31	0.31	0.31	0.33	rejected
Taxa_134	Taxa_9	92.10	985	43149	985	8370	3	23	3	1.09	193.85	64.62	1.09	64.62	128.42	1.00	accepted
Taxa_225	Taxa_176	93.90	862	1042	689	989	13	9	8	0.00	11.61	0.89	0.39	1.45	3.10	0.62	rejected
Taxa_225	Taxa_124	93.90	862	983	754	887	13	10	9	0.00	10.86	0.84	0.68	1.21	2.11	0.69	rejected
Taxa_28	Taxa_37	97.30	4717	6637	4684	4446	28	36	27	0.00	65.84	2.35	0.17	2.44	12.57	0.96	rejected
Taxa_4563	Taxa_1541	92.00	7	41	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_593	Taxa_403	84.80	184	374	0	0	5	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_552	Taxa_166	94.20	175	881	0	0	1	7	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_552	Taxa_274	93.10	175	445	175	282	1	5	1	1.61	1.61	1.61	1.61	1.61	1.61	1.00	accepted
Taxa_6377	Taxa_4374	96.70	2	7	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_63	Taxa_93	90.10	1917	2062	1711	1371	22	29	17	0.00	72.50	3.30	0.19	4.26	22.50	0.77	rejected
Taxa_63	Taxa_37	89.00	1917	6637	1917	4095	22	36	22	0.32	216.07	9.82	0.32	9.82	57.50	1.00	rejected
Taxa_63	Taxa_28	87.80	1917	4717	1864	4148	22	28	18	0.00	51.76	2.35	1.12	2.88	6.41	0.82	rejected
Taxa_1056	Taxa_873	91.00	87	92	0	0	2	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1056	Taxa_499	89.20	87	255	87	37	2	9	2	0.35	1.10	0.55	0.35	0.55	0.75	1.00	rejected
Taxa_1429	Taxa_902	89.20	46	123	46	8	1	6	1	0.17	0.17	0.17	0.17	0.17	0.17	1.00	rejected
Taxa_1429	Taxa_387	88.50	46	545	46	51	1	7	1	1.11	1.11	1.11	1.11	1.11	1.11	1.00	accepted
Taxa_2248	Taxa_1117	95.00	22	65	0	0	2	6	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_2248	Taxa_2685	95.00	22	25	0	0	2	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_2248	Taxa_1060	94.50	22	77	0	0	2	7	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1159	Taxa_1653	93.40	62	69	56	69	4	3	3	0.00	3.62	0.91	1.00	1.21	1.42	0.75	rejected
Taxa_1009	Taxa_124	93.50	75	983	36	217	3	10	2	0.00	15.61	5.20	3.81	7.80	11.80	0.67	rejected
Taxa_1009	Taxa_176	92.40	75	1042	36	229	3	9	2	0.00	12.32	4.11	5.70	6.16	6.62	0.67	rejected
Taxa_1009	Taxa_669	92.40	75	287	0	0	3	10	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1009	Taxa_223	92.10	75	691	36	143	3	9	2	0.00	10.48	3.49	2.38	5.24	8.10	0.67	rejected
Taxa_1009	Taxa_590	92.10	75	196	26	50	3	4	1	0.00	1.92	0.64	1.92	1.92	1.92	0.33	rejected
Taxa_1009	Taxa_581	91.70	75	212	0	0	3	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1009	Taxa_972	91.40	75	79	0	0	3	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4508	Taxa_394	95.90	7	292	0	0	1	5	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4508	Taxa_148	94.10	7	875	0	0	1	10	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4508	Taxa_1647	93.70	7	37	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4508	Taxa_81	93.20	7	2617	0	0	1	15	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4508	Taxa_2945	92.30	7	15	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4508	Taxa_4290	91.90	7	8	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4508	Taxa_388	87.30	7	281	0	0	1	8	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_987	Taxa_924	96.00	78	113	0	0	1	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_987	Taxa_542	94.20	78	399	0	0	1	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_987	Taxa_812	94.20	78	115	0	0	1	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_987	Taxa_424	93.50	78	570	0	0	1	7	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_987	Taxa_99	92.40	78	1130	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_987	Taxa_916	92.10	78	145	78	58	1	2	1	0.74	0.74	0.74	0.74	0.74	0.74	1.00	rejected
Taxa_704	Taxa_413	88.80	125	385	0	0	1	6	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_704	Taxa_237	84.80	125	647	0	0	1	5	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_704	Taxa_556	84.50	125	174	125	174	1	1	1	1.39	1.39	1.39	1.39	1.39	1.39	1.00	accepted
Taxa_4503	Taxa_693	92.40	7	129	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_4503	Taxa_387	92.10	7	545	7	96	1	7	1	13.71	13.71	13.71	13.71	13.71	13.71	1.00	accepted
Taxa_1553	Taxa_14	96.80	40	11403	40	64	1	18	1	1.60	1.60	1.60	1.60	1.60	1.60	1.00	accepted
Taxa_258	Taxa_183	94.90	484	2588	484	1940	3	7	3	2.05	23.89	7.96	2.05	7.96	12.52	1.00	accepted
Taxa_3782	Taxa_2829	94.70	10	16	10	16	1	1	1	1.60	1.60	1.60	1.60	1.60	1.60	1.00	accepted
Taxa_1086	Taxa_882	95.30	68	174	0	0	2	5	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1086	Taxa_1305	95.30	68	93	0	0	2	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1086	Taxa_930	94.90	68	120	31	22	2	4	1	0.00	0.71	0.35	0.71	0.71	0.71	0.50	rejected
Taxa_1086	Taxa_265	94.20	68	464	68	151	2	7	2	1.68	4.55	2.27	1.68	2.27	2.87	1.00	accepted
Taxa_270	Taxa_29	88.80	761	4708	650	4651	9	13	8	0.00	67.05	7.45	0.52	8.38	31.90	0.89	rejected
Taxa_18	Taxa_6	92.10	6779	24349	6779	18881	8	10	8	0.54	76.61	9.58	0.54	9.58	45.99	1.00	rejected
Taxa_18	Taxa_9	91.30	6779	43149	0	0	8	23	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_3311	Taxa_759	89.60	12	234	0	0	1	4	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_3311	Taxa_1764	89.60	12	34	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_3311	Taxa_160	89.20	12	1146	12	155	1	14	1	12.92	12.92	12.92	12.92	12.92	12.92	1.00	accepted
Taxa_1719	Taxa_1479	96.40	35	118	0	0	1	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1719	Taxa_523	96.00	35	472	0	0	1	7	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_205	Taxa_21	87.10	655	18055	655	2141	3	30	3	2.99	10.12	3.37	2.99	3.37	3.85	1.00	accepted
Taxa_2118	Taxa_1859	95.70	25	31	25	31	1	1	1	1.24	1.24	1.24	1.24	1.24	1.24	1.00	accepted
Taxa_301	Taxa_265	94.60	427	464	0	0	5	7	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_246	Taxa_15	86.30	2609	8386	0	0	17	16	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_246	Taxa_107	86.30	2609	3835	87	19	17	15	1	0.00	0.22	0.01	0.22	0.22	0.22	0.06	rejected
Taxa_1067	Taxa_265	94.90	127	464	70	212	5	7	3	0.00	9.54	1.91	2.10	3.18	3.88	0.60	rejected
Taxa_1067	Taxa_562	92.80	127	199	0	0	5	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1067	Taxa_451	92.40	127	249	31	62	5	5	1	0.00	2.00	0.40	2.00	2.00	2.00	0.20	rejected
Taxa_2274	Taxa_326	95.30	22	483	0	0	1	5	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_5056	Taxa_3327	85.90	5	12	0	0	1	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
Taxa_1863	Taxa_614	95.60	30	151	30	78	1	2	1	2.60	2.60	2.60	2.60	2.60	2.60	1.00	accepted
Taxa_1484	Taxa_657	96.80	44	192	44	52	1	3	1	1.18	1.18	1.18	1.18	1.18	1.18	1.00	accepted
Taxa_522	Taxa_36	86.00	702	3692	702	2982	10	13	10	1.85	71.33	7.13	1.85	7.13	32.53	1.00	accepted
Taxa_4844	Taxa_1000	95.20	6	116	0	0	1	6	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	rejected
